filename,source_device,capture_date,year_guess,gps_lat,gps_lon,camera_model,archival_box,is_separator,document_date,description,file_path,notes
IMG_3062.HEIC,iphone,2024-11-07 15:09:49 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"A page from a Norwegian technical manual or textbook (page 38) describing the use of electric typewriters (elektriske spesialkrivemaskiner) as input devices for data machines, with a technical diagram (Fig. 2.7) showing a person operating a typewriter connected to a data machine cabinet.",public/images/primary/raw/iphone/IMG_3062.HEIC,
IMG_3063.HEIC,iphone,2024-11-07 15:09:55 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"Page 39 of a technical manual or textbook showing two technical diagrams labeled Fig. 2.8 and Fig. 2.9, depicting what appears to be early computer or electronic equipment, with the upper figure showing a modular system with a vertical antenna or probe and the lower figure showing a desktop computer terminal with keyboard.",public/images/primary/raw/iphone/IMG_3063.HEIC,
IMG_3064.HEIC,iphone,2024-11-07 15:10:01 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"A page from a Norwegian technical or instructional manual discussing external storage methods for data (section 2.6), with particular focus on magnetic tape storage (magnetbåndene) as an external storage medium for data machines, including a technical diagram labeled Fig. 2.10 showing tape drive mechanisms.",public/images/primary/raw/iphone/IMG_3064.HEIC,
IMG_3065.HEIC,iphone,2024-11-07 15:10:11 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"A Norwegian technical manual page (page 41) describing magnetic disc storage units and telephone catalog storage systems, with a labeled diagram (Fig. 2.11) showing a magnetic disc drive unit and its components.",public/images/primary/raw/iphone/IMG_3065.HEIC,
IMG_3066.HEIC,iphone,2024-11-07 15:10:17 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"Page 43 of a technical manual showing a diagram labeled 'Fig. 2.12' depicting a distributed system architecture with multiple computer terminals connected via arrows to central processing units and storage boxes, illustrating data flow in what appears to be a Norwegian computer or telecommunications system.",public/images/primary/raw/iphone/IMG_3066.HEIC,
IMG_3067.HEIC,iphone,2024-11-07 15:10:29 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"Page 45 from a Norwegian technical manual or textbook showing Figure 2.13, which illustrates three different stages of programmer group work and machine interaction, with diagrams of computer systems and operators, accompanied by explanatory text in Norwegian about program development, testing, and debugging.",public/images/primary/raw/iphone/IMG_3067.HEIC,
IMG_3068.HEIC,iphone,2024-11-07 15:11:22 +0000,2024,,,iPhone 15,"DATABEHANDLING, PLANLEGGING OG STYRING - DEL I",,,"A page from a Norwegian academic or technical text (page 96) containing a diagram labeled 'Fig. 5.11' showing a conceptual model of a system with interconnected boxes labeled 'EGENSKAP', 'ER HER', 'BESKREVET VED', 'FUNKE', 'OPPDAG­LISTE', 'UT­TØR­ALLE OPPGAG', 'MODELL', and 'SPRÅK', with an illustration of a person/figure in the center and text about system description at the bottom.",public/images/primary/raw/iphone/IMG_3068.HEIC,
IMG_3069.HEIC,iphone,2024-11-07 15:16:06 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 4,Y,,,public/images/primary/raw/iphone/IMG_3069.HEIC,
IMG_3070 2.HEIC,iphone,2024-11-07 15:16:09 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 4,,,"Page 42 of a Norwegian text discussing social contact and solidarity (section 4.6), addressing the role of strong labor unions in maintaining contact and solidarity among workers, industrial working conditions, stress, and security in the workplace.",public/images/primary/raw/iphone/IMG_3070 2.HEIC,
IMG_3072.HEIC,iphone,2024-11-07 15:17:16 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 4,,,"A page of Norwegian text (page 43) discussing work environment issues, worker contact, solidarity, and industrial development, with paragraphs addressing workplace conditions, technical systems, and data collection in what appears to be a report or policy document from the 1970s.",public/images/primary/raw/iphone/IMG_3072.HEIC,
IMG_3073.HEIC,iphone,2024-11-07 15:17:31 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 4,,,"Page 44 of a Norwegian-language document discussing organizational effectiveness and management systems, with a section headed '4.7 Klubbenes effektivitet' (Club Effectiveness) addressing solidarity among club members, decision-making systems, and information management within what appears to be a governance or organizational manual.",public/images/primary/raw/iphone/IMG_3073.HEIC,
IMG_3074.HEIC,iphone,2024-11-07 15:19:14 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 4,,,"A typed Norwegian language document discussing membership registration procedures, data protection, and operational guidelines for a club or organization, with references to KYPOL and member contact information policies.",public/images/primary/raw/iphone/IMG_3074.HEIC,
IMG_3075.HEIC,iphone,2024-11-07 15:19:21 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 4,,,"This is page 46 of a Norwegian language document discussing organizational matters related to a club (klubben), including administrative procedures, work groups, and governance structure.",public/images/primary/raw/iphone/IMG_3075.HEIC,
IMG_3080.HEIC,iphone,2024-11-07 15:24:39 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 5,Y,,,public/images/primary/raw/iphone/IMG_3080.HEIC,
IMG_3081.HEIC,iphone,2024-11-07 15:24:41 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 5,,,"A typed Norwegian document (Document Nr. 11) discussing work environment issues and safety conditions at a factory, with sections on operational problems, worker group coordination, and prioritization of workplace improvements.",public/images/primary/raw/iphone/IMG_3081.HEIC,
IMG_3084.HEIC,iphone,2024-11-07 15:26:27 +0000,2024,,,iPhone 15,NLR,Y,,,public/images/primary/raw/iphone/IMG_3084.HEIC,
IMG_3085.HEIC,iphone,2024-11-07 15:27:51 +0000,2024,,,iPhone 15,NLR,,,"A typed Norwegian document (page 59) discussing club work procedures, work groups, and organizational structure, mentioning NFSS, Div. Skyen, and various instructions for club member coordination and responsibilities.",public/images/primary/raw/iphone/IMG_3085.HEIC,
IMG_3087.HEIC,iphone,2024-11-07 15:28:15 +0000,2024,,,iPhone 15,NLR,,,"A typewritten page in Norwegian (page 60) discussing group dynamics, club membership, and organizational matters, with a hand pointing to text on the left side of the page.",public/images/primary/raw/iphone/IMG_3087.HEIC,
IMG_3089.HEIC,iphone,2024-11-07 15:28:37 +0000,2024,,,iPhone 15,NLR,,,"Norwegian typewritten document discussing work and worker participation, containing section 7.4 on 'Data-avtale med bedriften' and references to several Norwegian organizations including bedriftsklubbene ved Kongsberg Våpenfabrikk, Thune-Eureka/Vest, and Arbeiderforening in Åskim.",public/images/primary/raw/iphone/IMG_3089.HEIC,
IMG_3091.HEIC,iphone,2024-11-07 15:28:55 +0000,2024,,,iPhone 15,NLR,,,"Page 62 of a Norwegian document containing instructions and regulations for a sports club (Verkstedklubben), with sections on data handling, information requirements, submissions procedures, membership matters, and appointment regulations.",public/images/primary/raw/iphone/IMG_3091.HEIC,
IMG_3093.HEIC,iphone,2024-11-07 15:30:38 +0000,2024,,,iPhone 15,NLR,,,"Research report No. 7 from Norsk Regnesentral (Norwegian Computing Center) in Oslo concerning a workplace policy handling program for Bedriftsklubbens ved A/S Hydraulik, Brattvåg, prepared by Olav Terje Bergo and Kristen Nygaard.",public/images/primary/raw/iphone/IMG_3093.HEIC,
IMG_3094.HEIC,iphone,2024-11-07 15:30:40 +0000,2024,,,iPhone 15,NLR,,,"A handwritten organizational chart on page 95 showing the structure of a club organization (Tidligere klubb-organisasjon) with a central board comprising klubb-formann, Nestformann, sekretær, kasserer, and styremedlem, connected to five subsidiary units: Forberedlings-utvalg, Bedriftsstudeidig, Venestudelig, Tilgjørn-varen for lærlinger, and Kvalitets-humnd, with members listed at the bottom.",public/images/primary/raw/iphone/IMG_3094.HEIC,
IMG_3095.HEIC,iphone,2024-11-07 15:30:49 +0000,2024,,,iPhone 15,NLR,,,"A handwritten organizational chart for a Norwegian club (klubb-organisasjon) showing the club's structure with a chairman and secretary at the top, various committees and roles branching below, and a section for membership contacts (avdelings-kontakter) feeding into members (medlemmer) at the bottom.",public/images/primary/raw/iphone/IMG_3095.HEIC,
IMG_3096.HEIC,iphone,2024-11-07 15:31:03 +0000,2024,,,iPhone 15,NLR,,,"Page 94 of a Norwegian document discussing organizational measures for work groups and club management, including recommendations for increasing club activities, recruitment, and building club facilities.",public/images/primary/raw/iphone/IMG_3096.HEIC,
IMG_3097.HEIC,iphone,2024-11-07 15:46:08 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,Y,,,public/images/primary/raw/iphone/IMG_3097.HEIC,
IMG_3098.HEIC,iphone,2024-11-07 15:46:10 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,1970,"Page 120 of a Norwegian document discussing a research project involving hydraulic systems, bedrifts (firms), and the involvement of NJMF (Norwegian organization) and multiple clubs in planning and research activities related to industrial innovation.",public/images/primary/raw/iphone/IMG_3098.HEIC,
IMG_3100.HEIC,iphone,2024-11-07 15:47:41 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,1972,"A Norwegian typewritten page (page 121) discussing an EDB-course and work groups from July 1972, detailing three work assignments (Kravene til arbeidsplassen, Bedriftens forhold til omverdenen, and Klubbens arbeid) and group activities related to organizational structure and discussions.",public/images/primary/raw/iphone/IMG_3100.HEIC,
IMG_3102.HEIC,iphone,2024-11-07 15:49:25 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Page 122 of a Norwegian-language report or document discussing group work experiences, club activities, and workplace conditions, with mentions of coordination with municipal labor organizations and state authorities regarding worker representation and inspection.",public/images/primary/raw/iphone/IMG_3102.HEIC,
IMG_3104.HEIC,iphone,2024-11-07 15:57:17 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Page 123 of a Norwegian-language document discussing a research project involving 20-25 men over a one-year period, with sections on situational analysis, work with the club, proposals for program development, and an outline of work methodology including situation analysis, work with members, proposals for program changes, and proposals for organizational changes.",public/images/primary/raw/iphone/IMG_3104.HEIC,
IMG_3106.HEIC,iphone,2024-11-07 15:58:09 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"A page numbered 124 from a Norwegian typed document discussing the governance and activities of a club (klubben), including mentions of handling programs, education initiatives, and correspondence regarding club members' concerns and responsibilities.",public/images/primary/raw/iphone/IMG_3106.HEIC,
IMG_3108.HEIC,iphone,2024-11-07 15:58:35 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"A typed Norwegian document discussing club membership, internal governance, and a handling program with references to member participation, development work, and organizational procedures.",public/images/primary/raw/iphone/IMG_3108.HEIC,
IMG_3111.HEIC,iphone,2024-11-07 15:59:22 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Page 126 of a Norwegian-language document discussing club activities, program organization, and administrative procedures for what appears to be a sports or membership organization, including references to member information, program implementation, and voting procedures.",public/images/primary/raw/iphone/IMG_3111.HEIC,
IMG_3114.HEIC,iphone,2024-11-07 16:00:43 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Page 127 of a Norwegian document discussing a major decision regarding important meetings and research projects, with section 8.2 addressing a research project and club cooperation with A/S Hydraulik, mentioning collaboration with Norwegian industry and communication problems.",public/images/primary/raw/iphone/IMG_3114.HEIC,
IMG_3116.HEIC,iphone,2024-11-07 16:02:43 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Typewritten Norwegian document discussing problems and cooperation related to a housing and neighborhood project (Lysøst) involving systematic implementation of decisions, contacts with residents, and various organizational and financial considerations for local improvement work.",public/images/primary/raw/iphone/IMG_3116.HEIC,
IMG_3118.HEIC,iphone,2024-11-07 16:04:02 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,1972,"A Norwegian typewritten report page discussing fire safety club activities, planning, data handling, and various organizational matters related to A/S Hydraulik and workplace safety initiatives.",public/images/primary/raw/iphone/IMG_3118.HEIC,
IMG_3120.HEIC,iphone,2024-11-07 16:04:58 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Page 128 of a Norwegian-language document discussing workplace issues, including problems on the work floor, company conditions, and a work group's handling of dispositions, with references to meetings in August and October, and mentions of A/S Hydraulik's production planning system and February deadlines.",public/images/primary/raw/iphone/IMG_3120.HEIC,
IMG_3122.HEIC,iphone,2024-11-07 16:05:46 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"Page 129 of a Norwegian-language document discussing the Hydraulik-klubben's board activities, planning methods, and organizational development, with underlined emphasis on certain administrative and work procedures.",public/images/primary/raw/iphone/IMG_3122.HEIC,
IMG_3125.HEIC,iphone,2024-11-07 16:06:53 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,,"A typed Norwegian document (page 130) discussing organizational work related to a club (Hydraulik-klubben), including sections on business class procedures, club work, planning, data handling, and recommendations for study materials and group leadership.",public/images/primary/raw/iphone/IMG_3125.HEIC,
IMG_3127.HEIC,iphone,2024-11-07 16:07:34 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 7,,1972,"Norwegian-language typed document discussing conclusions and perspectives on club work, mentioning involvement with a club's activities from summer 1972 onwards, investment in training programs, and contact with Norwegian Research Council (Norsk Forskningsråd).",public/images/primary/raw/iphone/IMG_3127.HEIC,
IMG_3129 2.HEIC,iphone,2024-11-07 16:09:06 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,Y,,,public/images/primary/raw/iphone/IMG_3129 2.HEIC,
IMG_3130.HEIC,iphone,2024-11-07 16:09:31 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,22. august 1973,"A Norwegian foreword (forord) to a research report about the Norwegian Association for Research Institutions' research project, dated August 22, 1973, signed by Olav Terje Bergo and Kristen Nygaard.",public/images/primary/raw/iphone/IMG_3130.HEIC,
IMG_3132 2.HEIC,iphone,2024-11-07 16:10:52 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,1972,"Norwegian text document (page 12) discussing organizational strategy reports and working conditions in clubs, referencing Arbeidsrapport nr. 1 and 2, with mentions of summer 1972 and four enterprises' reports in collaboration with NR's clubs.",public/images/primary/raw/iphone/IMG_3132 2.HEIC,
IMG_3134.HEIC,iphone,2024-11-07 16:11:39 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,1972,"Norwegian project report discussing data processing, planning and styling, with references to work reports and organizational procedures related to 'Fagbevegelsen' (the labor movement).",public/images/primary/raw/iphone/IMG_3134.HEIC,
IMG_3136.HEIC,iphone,2024-11-07 16:12:31 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"A typed Norwegian document (page 13) discussing research work and cooperation between various organizations including A/S Hydraulik, A/S Kongsberg Våpenfabrikk, A/S NEBB, and Jonas Øglend A/S, with references to multiple research reports and planning systems (KVPOL, CLASS, Thune-Eureka/Vest initiative).",public/images/primary/raw/iphone/IMG_3136.HEIC,
IMG_3138 2.HEIC,iphone,2024-11-07 16:14:36 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,1970,"Norwegian document page 28 discussing workplace democracy and labor organization (LO/NAF), with sections on worker participation in industrial and economic development, dated 1970.",public/images/primary/raw/iphone/IMG_3138 2.HEIC,
IMG_3140.HEIC,iphone,2024-11-07 16:14:56 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"A typed Norwegian-language document (page 29) discussing democratic development, technical advancement, workplace organization, and labor movement issues, with content about The Norwegian Labour Party's political strategy and organizational matters.",public/images/primary/raw/iphone/IMG_3140.HEIC,
IMG_3142.HEIC,iphone,2024-11-07 16:15:26 +0000,2024,,,iPhone 15,,,,"Page 30 of a Norwegian research document discussing work conditions, labor organization, and a DNA-LO-AOF research conference from 1978, with a quote from Tor Aspengren.",public/images/primary/raw/iphone/IMG_3142.HEIC,
IMG_3144.HEIC,iphone,2024-11-07 16:16:29 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"Page 31 of a Norwegian text discussing modern society, research institutions, and research policy, touching on topics such as the role of research in society, research freedom, and institutional priorities.",public/images/primary/raw/iphone/IMG_3144.HEIC,
IMG_3146 2.HEIC,iphone,2024-11-07 16:17:41 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"Page 32 of a Norwegian-language document discussing organizational structure and industrial democracy, containing a quote from Tor Aspengren about research goals and organizational matters.",public/images/primary/raw/iphone/IMG_3146 2.HEIC,
IMG_3148 2.HEIC,iphone,2024-11-07 16:18:30 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"A page (page 33) from a Norwegian document discussing industrial development and research work, including a quote from Leif Skau regarding problems solved within Jern- og Metallarbeiderforbundet (Iron and Metal Workers' Union) and references to various methodologies and systems used in their work.",public/images/primary/raw/iphone/IMG_3148 2.HEIC,
IMG_3150 2.HEIC,iphone,2024-11-07 16:19:19 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"A page (numbered 34) from a Norwegian-language document discussing research methodology and organizational frameworks, with references to LO (Landsorganisasjonen) and Arbeiderpartiet (the Labour Party), appearing to be from an academic or policy analysis text from the 1970s.",public/images/primary/raw/iphone/IMG_3150 2.HEIC,
IMG_3152 2.HEIC,iphone,2024-11-07 16:19:54 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"Page 35 of a Norwegian typed document discussing research policy, organization of research institutions, and priorities for different groups and sectors, with underlined emphasis on key terms such as 'andre' (others), 'Den samlede innsatse' (the combined effort), 'omfordeling' (redistribution), 'politisk' (political), and 'forankring' (anchoring).",public/images/primary/raw/iphone/IMG_3152 2.HEIC,
IMG_3154.HEIC,iphone,2024-11-07 16:20:26 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"Page 36 of a Norwegian document discussing research policy problems, work group recommendations for research formulation, and representation in NTNF organizations, mentioning organizations like LO, DNA, and individuals such as Tor Aspengren and Olav Carlsen.",public/images/primary/raw/iphone/IMG_3154.HEIC,
IMG_3156 2.HEIC,iphone,2024-11-07 16:22:01 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,1973,Page 37 of a Norwegian document discussing LO's research policy and a 1973 congress resolution outlining LO's (Landsorganisasjonen i Norge) research objectives and priorities for workers' organizations.,public/images/primary/raw/iphone/IMG_3156 2.HEIC,
IMG_3158 2.HEIC,iphone,2024-11-07 16:22:27 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"Page 38 of a Norwegian text discussing research policy organization, fagbevegelsen (labour movement), and long-term research programs for Norway's Technical-Natural Science Research Council with objectives for economic growth, labour and environment, and geographic distribution of research.",public/images/primary/raw/iphone/IMG_3158 2.HEIC,
IMG_3160.HEIC,iphone,2024-11-07 16:22:54 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"A page from a Norwegian research or policy document (page 38) discussing the organization of research efforts and research results, mentioning Norway's long-term program at the Norwegian Technical-Natural Science Academy, with priorities including economic development, welfare, environmental protection, and regional/district development.",public/images/primary/raw/iphone/IMG_3160.HEIC,
IMG_3162.HEIC,iphone,2024-11-07 16:23:32 +0000,2024,,,iPhone 15,,,,"Page 39 of a Norwegian research document discussing research policy, organization, and priorities, with sections on research efforts and worker party responsibilities, dated within the 1969-1975 research project period but no specific document issue date visible at the top of this page.",public/images/primary/raw/iphone/IMG_3162.HEIC,
IMG_3165.HEIC,iphone,2024-11-07 16:24:30 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"Page 40 of a Norwegian-language document discussing research administration, including guidelines for departments, research councils, and research environment coordination with external organizations.",public/images/primary/raw/iphone/IMG_3165.HEIC,
IMG_3167.HEIC,iphone,2024-11-07 16:30:39 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,13. mai 1970,Business letter from Norsk Jern og Metall Arbeiderforbund (Norwegian Iron and Metal Workers Union) regarding technological development in the industry and work methods modernization.,public/images/primary/raw/iphone/IMG_3167.HEIC,
IMG_3168.HEIC,iphone,2024-11-07 16:30:45 +0000,2024,,,iPhone 15,FORSKNINGSRAPPORT NR. 8,,,"A Norwegian-language typed memorandum or policy document regarding Norsk Regnesentrals (Norwegian Computing Centre) involvement in studies of modern planning methods and administrative cooperation with other institutions, signed by Hånd Jem-es and Kåre Tangnes.",public/images/primary/raw/iphone/IMG_3168.HEIC,
IMG_3169 2.HEIC,iphone,2024-11-07 16:30:52 +0000,2024,,,iPhone 15,G - L06,Y,,,public/images/primary/raw/iphone/IMG_3169 2.HEIC,
IMG_3170.HEIC,iphone,2024-11-07 16:32:03 +0000,2024,,,iPhone 15,G - L06,,10. Juni 1970,"Letter from Norsk Regnesentral (Norwegian Computing Center) dated June 10, 1970, addressed to Norsk Jarn- og Metallarbeider forbund regarding a research project on planning methods in industrial and private sector operations.",public/images/primary/raw/iphone/IMG_3170.HEIC,
IMG_3171 2.HEIC,iphone,2024-11-07 16:32:11 +0000,2024,,,iPhone 15,G - L06,,,"A numbered list document in Norwegian outlining organizational planning and working methods, including provisions for mapping target groups, evaluating methods, establishing knowledge foundations, and concrete implementation plans for business activities and member engagement.",public/images/primary/raw/iphone/IMG_3171 2.HEIC,
IMG_3172 2.HEIC,iphone,2024-11-07 16:32:19 +0000,2024,,,iPhone 15,,,,"Norwegian research project document containing numbered sections (3-6) discussing work phases, project timeline from 1971-1972, steering committee composition, and budget allocations for research activities.",public/images/primary/raw/iphone/IMG_3172 2.HEIC,
IMG_3173 2.HEIC,iphone,2024-11-07 16:32:29 +0000,2024,,,iPhone 15,G - L06,,1972,"A Norwegian letter or memorandum from 1972 discussing the background of an appointment or assignment from summer 1871 through 1971, signed by Drude Berntsen (institutsjef) and addressed to Kristen Nygaard (forskningsjef).",public/images/primary/raw/iphone/IMG_3173 2.HEIC,
IMG_3174.HEIC,iphone,2024-11-07 16:35:15 +0000,2024,,,iPhone 15,G - L06,,13. mai 1970,"A Norwegian business letter from Norse Jern- og Metall Arbeiderforbund (Norwegian Iron and Metal Workers' Union) dated May 13, 1970, addressed to Norsk Begrosentralt regarding production methods, workforce organization, and workplace conditions.",public/images/primary/raw/iphone/IMG_3174.HEIC,
IMG_3175 2.HEIC,iphone,2024-11-07 16:35:26 +0000,2024,,,iPhone 15,G - L06,,13. mai 1970,"Letter from Norsk Jern- og Metall Arbeiderforbund (Norwegian Iron and Metal Workers' Union) dated May 13, 1970, addressed to Norsk Representantskap regarding technological developments and work conditions in the metal industry.",public/images/primary/raw/iphone/IMG_3175 2.HEIC,
IMG_3176.HEIC,iphone,2024-11-07 16:36:37 +0000,2024,,,iPhone 15,G - L06,,,"Handwritten Norwegian document listing five points about behavior related to organizing and managing, including new types of organizations (NC, CNC, DNC), data determination problems, automation in line production and industry, long-term planning, and chemical staff.",public/images/primary/raw/iphone/IMG_3176.HEIC,
IMG_3177.HEIC,iphone,2024-11-07 16:36:50 +0000,2024,,,iPhone 15,G - L06,,,"Handwritten note in Norwegian listing items numbered 6-8, including references to Telemark folklore, mixed farming operations, and sampled placements (Arbeidsplass) with various work categories.",public/images/primary/raw/iphone/IMG_3177.HEIC,
IMG_3178.HEIC,iphone,2024-11-07 16:37:10 +0000,2024,,,iPhone 15,G - L06,,,"Hand-drawn organizational flowchart or system diagram showing hierarchical relationships between multiple boxes and components, with handwritten labels and annotations in Norwegian, appearing to be a technical or administrative structure documentation.",public/images/primary/raw/iphone/IMG_3178.HEIC,
IMG_3179.HEIC,iphone,2024-11-07 16:37:26 +0000,2024,,,iPhone 15,G - L06,,,"Handwritten document in Norwegian containing administrative notes and comments about organizational structure, with four numbered sections covering topics related to representatives, LO (Landsorganisasjonen), alliances, and club/association matters.",public/images/primary/raw/iphone/IMG_3179.HEIC,
IMG_3180.HEIC,iphone,2024-11-07 16:37:40 +0000,2024,,,iPhone 15,G - L06,,,"Handwritten document in Norwegian containing numbered sections (5-6 visible) with subsections discussing what appears to be organizational or procedural matters, with references to 'LOS' and various administrative points.",public/images/primary/raw/iphone/IMG_3180.HEIC,
IMG_3181.HEIC,iphone,2024-11-07 16:37:44 +0000,2024,,,iPhone 15,G - L06,,,"A handwritten flowchart or diagram titled 'Forbindelse til 'Bruker' Prosess' showing a system architecture with boxes labeled 'Bruker' (User), 'Innlegg', 'LOU', 'Prob.', 'Tube', 'INST', 'VF', 'SECT', 'PAZZ', and 'Akt.' connected by arrows and dashed lines, appearing to be a technical or process diagram, possibly for a computer or information system.",public/images/primary/raw/iphone/IMG_3181.HEIC,
IMG_3182.HEIC,iphone,2024-11-07 16:37:45 +0000,2024,,,iPhone 15,G - L06,,,"Handwritten technical schematic diagram showing a block flow diagram with components labeled including NTNF, INSTT, VF (with SERI), and various connection points labeled as FEL, LORU, INJ, and output branches, with Norwegian annotations describing it as a 'Forenklet framstilling av utvalgt apparati' (Simplified presentation of selected apparatus).",public/images/primary/raw/iphone/IMG_3182.HEIC,
IMG_3183.HEIC,iphone,2024-11-07 16:37:54 +0000,2024,,,iPhone 15,,,,,public/images/primary/raw/iphone/IMG_3183.HEIC,
IMG_3184.HEIC,iphone,2024-11-07 16:38:03 +0000,2024,,,iPhone 15,G - L06,,,"Handwritten diagram showing a flowchart or system architecture with boxes labeled ITNF, S.K, E.F, M.K, V.F, and other abbreviated components connected by arrows, with handwritten notes in Norwegian at the top regarding technical specifications or requirements.",public/images/primary/raw/iphone/IMG_3184.HEIC,
IMG_3185.HEIC,iphone,2024-11-07 16:44:11 +0000,2024,,,iPhone 15,G - L06,,,"A Norwegian document titled 'INNSTILLING' (Recommendation/Submission) regarding a research project on 'Planleggingsmetodiker for Påbyggelslen' (Planning Methodologies for Extension), appears to be an institutional report or proposal from the 1970s era.",public/images/primary/raw/iphone/IMG_3185.HEIC,
IMG_3186.HEIC,iphone,2024-11-07 16:44:21 +0000,2024,,,iPhone 15,G - L06,,1975,"Norwegian language document titled 'Innledning' (Introduction) discussing the Association's meeting on August 21, 1975, regarding guidance committee for research projects, with mentions of Lars Skytgen, Erland Wilkelsen, Jan Balstad, and Harry O. Hansen.",public/images/primary/raw/iphone/IMG_3186.HEIC,
IMG_3188.HEIC,iphone,2024-11-07 16:45:07 +0000,2024,,,iPhone 15,G - L06,,,"A Norwegian-language typed document discussing organizational matters, cooperation agreements, and recommendations between Norwegian organizations (possibly Norsk Jern- og Metallarbeiderforbund and AOP), with numbered points outlining various procedural and administrative requirements.",public/images/primary/raw/iphone/IMG_3188.HEIC,
IMG_3190.HEIC,iphone,2024-11-07 16:45:43 +0000,2024,,,iPhone 15,G - L06,,18.11.1973,"Norwegian typewritten document discussing labor disputes and agreements involving the Norwegian Employers' Confederation (NHO) and labor organizations, with sections addressing factory closures, negotiations, and worker representation.",public/images/primary/raw/iphone/IMG_3190.HEIC,
IMG_3192.HEIC,iphone,2024-11-07 16:46:06 +0000,2024,,,iPhone 15,G - L06,,,"A typewritten Norwegian-language document discussing ADF (likely an organization or program) with numbered sections addressing topics including work distribution, language requirements, and special matters, containing references to institutional procedures and responsibilities.",public/images/primary/raw/iphone/IMG_3192.HEIC,
IMG_3194.HEIC,iphone,2024-11-07 16:46:39 +0000,2024,,,iPhone 15,G - L06,,,"Norwegian administrative document titled 'III' outlining organizational requirements for research funding administration, covering official organizations, labor organization classification, and council functions for research (LO).",public/images/primary/raw/iphone/IMG_3194.HEIC,
IMG_3195.HEIC,iphone,2024-11-07 16:46:49 +0000,2024,,,iPhone 15,G - L06,,,"Norwegian administrative document discussing research organization structure, funding procedures for research institutions, committee representation, and guidelines for research activities and apparatus rental.",public/images/primary/raw/iphone/IMG_3195.HEIC,
